FluxView - FluxMed acquisition system
Signal file
Serial Number	:
SW version:	1.20h-OX-CO2	File version:	1.13
Sampling rate:	256 Hz
Time	Flow	Volume	Paw	Pes	Ptpulm	Pga	Ptdiaf	CO2	
1404.50000000	-7.9	23101	0.3	3.1	-2.8	3.4	0.3	25.9	
1404.50390600	-7.8	23100	0.3	3.1	-2.8	3.4	0.3	26.0	
1404.50781300	-7.5	23100	0.5	3.1	-2.6	3.4	0.3	26.0	
1404.51171900	-7.3	23099	0.5	3.3	-2.8	3.6	0.4	26.0	
1404.51562500	-7.2	23099	0.5	3.4	-2.9	3.6	0.2	26.0	
1404.51953100	-7.1	23098	0.3	3.3	-2.9	3.8	0.6	26.0	
1404.52343800	-7.1	23098	0.5	3.4	-2.9	3.6	0.2	26.0	
1404.52734400	-7.1	23097	0.5	3.3	-2.8	3.8	0.6	26.0	
1404.53125000	-7.3	23097	0.5	3.4	-2.9	3.8	0.4	26.0	
1404.53515600	-7.3	23096	0.5	3.3	-2.8	3.8	0.6	26.0	
1404.53906300	-7.4	23096	0.3	3.4	-3.1	3.8	0.4	26.0	
1404.54296900	-7.5	23095	0.5	3.6	-3.1	3.8	0.2	26.0	
1404.54687500	-7.6	23095	0.5	3.6	-3.1	3.8	0.2	26.0	
1404.55078100	-7.6	23094	0.5	3.4	-2.9	3.8	0.4	26.0	
1404.55468800	-7.6	23094	0.5	3.3	-2.8	3.8	0.6	26.0	
1404.55859400	-7.6	23093	0.5	3.4	-2.9	3.8	0.4	26.0	
1404.56250000	-7.4	23093	0.5	3.4	-2.9	3.8	0.4	26.0	
1404.56640600	-7.3	23092	0.5	3.6	-3.1	3.6	0.0	26.0	
1404.57031300	-7.3	23092	0.5	3.4	-2.9	3.8	0.4	26.0	
1404.57421900	-7.1	23092	0.3	3.4	-3.1	3.6	0.2	26.0	
1404.57812500	-7.1	23091	0.3	3.4	-3.1	3.8	0.4	26.0	
1404.58203100	-6.9	23091	0.3	3.4	-3.1	3.8	0.4	26.0	
1404.58593800	-6.8	23090	0.5	3.4	-2.9	3.6	0.2	26.0	
1404.58984400	-6.8	23090	0.3	3.4	-3.1	3.6	0.2	26.0	
1404.59375000	-6.8	23089	0.3	3.4	-3.1	3.6	0.2	26.0	
1404.59765600	-6.9	23089	0.3	3.4	-3.1	3.8	0.4	26.0	
1404.60156300	-6.9	23088	0.5	3.4	-2.9	3.8	0.4	26.0	
1404.60546900	-6.8	23088	0.3	3.4	-3.1	3.8	0.4	26.0	
1404.60937500	-6.7	23088	0.5	3.4	-2.9	3.8	0.4	26.0	
1404.61328100	-6.7	23087	0.5	3.6	-3.1	3.8	0.2	26.0	
1404.61718800	-6.6	23087	0.3	3.6	-3.3	3.8	0.2	26.0	
1404.62109400	-6.5	23086	0.5	3.6	-3.1	3.9	0.3	26.0	
1404.62500000	-6.4	23086	0.3	3.4	-3.1	3.8	0.4	26.0	
1404.62890600	-6.4	23085	0.5	3.6	-3.1	3.8	0.2	26.0	
1404.63281300	-6.4	23085	0.1	3.6	-3.5	3.8	0.2	26.0	
1404.63671900	-6.5	23085	0.3	3.6	-3.3	3.8	0.2	26.0	
1404.64062500	-6.6	23084	0.5	3.6	-3.1	3.9	0.3	26.0	
1404.64453100	-6.6	23084	0.1	3.8	-3.7	3.9	0.1	26.1	
1404.64843800	-6.4	23083	0.5	3.8	-3.3	3.9	0.1	26.1	
1404.65234400	-6.4	23083	0.5	3.9	-3.4	4.1	0.2	26.1	
1404.65625000	-6.3	23082	0.3	3.8	-3.5	3.9	0.1	26.1	
1404.66015600	-6.1	23082	0.3	3.8	-3.5	4.1	0.3	26.1	
1404.66406300	-6.1	23082	0.3	3.9	-3.6	4.1	0.2	26.1	
1404.66796900	-6.1	23081	0.3	4.1	-3.8	4.1	0.0	26.1	
1404.67187500	-6.3	23081	0.5	4.1	-3.6	4.1	0.0	26.1	
1404.67578100	-6.4	23080	0.3	3.9	-3.6	4.1	0.2	26.1	
1404.67968800	-6.4	23080	0.3	3.9	-3.6	4.3	0.4	26.2	
1404.68359400	-6.5	23080	0.5	3.9	-3.4	4.1	0.2	26.2	
1404.68750000	-6.6	23079	0.3	3.9	-3.6	4.1	0.2	26.2	
1404.69140600	-6.7	23079	0.3	3.9	-3.6	4.3	0.4	26.2	
1404.69531300	-6.6	23078	0.3	3.9	-3.6	4.3	0.4	26.3	
1404.69921900	-6.6	23078	0.3	4.1	-3.8	4.3	0.2	26.3	
1404.70312500	-6.5	23078	0.5	3.9	-3.4	4.3	0.4	26.3	
1404.70703100	-6.4	23077	0.3	4.1	-3.8	4.3	0.2	26.3	
1404.71093800	-6.3	23077	0.3	4.1	-3.8	4.3	0.2	26.3	
1404.71484400	-6.2	23076	0.3	3.9	-3.6	4.3	0.4	26.3	
1404.71875000	-6.1	23076	0.3	4.1	-3.8	4.3	0.2	26.3	
1404.72265600	-6.2	23075	0.3	4.1	-3.8	4.5	0.4	26.3	
1404.72656300	-6.3	23075	0.5	4.1	-3.6	4.5	0.4	26.3	
1404.73046900	-6.3	23075	0.3	4.1	-3.8	4.5	0.4	26.3	
1404.73437500	-6.3	23074	0.3	4.3	-4.0	4.3	0.0	26.3	
1404.73828100	-6.1	23074	0.3	4.3	-4.0	4.3	0.0	26.3	
1404.74218800	-5.9	23073	0.3	4.3	-4.0	4.5	0.2	26.3	
1404.74609400	-5.8	23073	0.3	4.1	-3.8	4.5	0.4	26.3	
1404.75000000	-5.8	23073	0.3	4.3	-4.0	4.5	0.2	26.3	
1404.75390600	-6.0	23072	0.3	4.3	-4.0	4.7	0.4	26.3	
1404.75781300	-6.1	23072	0.5	4.3	-3.8	4.7	0.4	26.3	
1404.76171900	-6.3	23072	0.1	4.3	-4.2	4.7	0.4	26.3	
1404.76562500	-6.3	23071	0.3	4.3	-4.0	4.7	0.4	26.3	
1404.76953100	-6.3	23071	0.5	4.3	-3.8	4.7	0.4	26.3	
1404.77343800	-6.3	23070	0.3	4.3	-4.0	4.7	0.4	26.3	
1404.77734400	-6.3	23070	0.3	4.5	-4.2	4.7	0.2	26.3	
1404.78125000	-6.2	23069	0.3	4.3	-4.0	4.7	0.4	26.3	
1404.78515600	-6.1	23069	0.3	4.3	-4.0	4.7	0.4	26.3	
1404.78906300	-5.9	23069	0.5	4.3	-3.8	4.7	0.4	26.3	
1404.79296900	-5.8	23068	0.5	4.3	-3.8	4.7	0.4	26.3	
1404.79687500	-5.8	23068	0.3	4.5	-4.2	4.7	0.2	26.3	
1404.80078100	-5.9	23068	0.5	4.3	-3.8	4.7	0.4	26.3	
1404.80468800	-6.1	23067	0.3	4.3	-4.0	4.7	0.4	26.3	
1404.80859400	-6.3	23067	0.1	4.5	-4.4	4.7	0.2	26.3	
1404.81250000	-6.3	23066	0.3	4.5	-4.2	4.7	0.2	26.4	
1404.81640600	-6.3	23066	0.3	4.5	-4.2	4.7	0.2	26.4	
1404.82031300	-6.2	23066	0.3	4.5	-4.2	4.7	0.2	26.4	
1404.82421900	-6.1	23065	0.1	4.5	-4.4	4.7	0.2	26.4	
1404.82812500	-6.1	23065	0.3	4.7	-4.4	4.8	0.1	26.4	
1404.83203100	-6.0	23064	0.3	4.5	-4.2	4.8	0.3	26.4	
1404.83593800	-5.9	23064	0.1	4.7	-4.6	4.8	0.1	26.4	
1404.83984400	-5.9	23064	0.1	4.8	-4.7	5.0	0.2	26.4	
1404.84375000	-5.9	23063	0.3	4.7	-4.4	5.0	0.3	26.4	
1404.84765600	-6.0	23063	0.3	4.7	-4.4	5.0	0.3	26.4	
1404.85156300	-6.2	23062	0.1	4.7	-4.6	5.0	0.3	26.4	
1404.85546900	-6.3	23062	0.3	4.8	-4.5	5.0	0.2	26.4	
1404.85937500	-6.3	23062	0.1	4.8	-4.7	5.2	0.4	26.4	
1404.86328100	-6.1	23061	0.3	4.7	-4.4	5.0	0.3	26.4	
1404.86718800	-5.9	23061	0.3	4.7	-4.4	4.8	0.1	26.4	
1404.87109400	-5.6	23060	0.3	4.5	-4.2	4.8	0.3	26.4	
1404.87500000	-5.4	23060	0.3	4.5	-4.2	4.8	0.3	26.4	
1404.87890600	-5.4	23060	0.3	4.3	-4.0	4.8	0.5	26.4	
1404.88281300	-5.3	23059	0.3	4.3	-4.0	4.7	0.4	26.4	
1404.88671900	-5.3	23059	0.1	4.3	-4.2	4.5	0.2	26.4	
1404.89062500	-5.3	23059	0.3	4.1	-3.8	4.5	0.4	26.4	
1404.89453100	-5.4	23058	0.3	4.1	-3.8	4.5	0.4	26.4	
1404.89843800	-5.4	23058	0.3	3.9	-3.6	4.3	0.4	26.4	
1404.90234400	-5.6	23058	0.1	3.9	-3.8	4.3	0.4	26.4	
1404.90625000	-5.7	23057	0.1	3.8	-3.7	4.1	0.3	26.4	
1404.91015600	-5.7	23057	0.3	3.8	-3.5	4.1	0.3	26.4	
1404.91406300	-5.6	23057	0.1	3.8	-3.7	4.1	0.3	26.4	
1404.91796900	-5.3	23056	0.3	3.6	-3.3	4.1	0.5	26.4	
1404.92187500	-5.1	23056	0.3	3.6	-3.3	3.9	0.3	26.4	
1404.92578100	-4.8	23056	0.3	3.6	-3.3	3.9	0.3	26.4	
1404.92968800	-4.6	23055	0.3	3.4	-3.1	3.8	0.4	26.4	
1404.93359400	-4.5	23055	0.3	3.4	-3.1	3.8	0.4	26.4	
1404.93750000	-4.5	23055	0.3	3.3	-2.9	3.8	0.6	26.4	
1404.94140600	-4.3	23054	0.3	3.4	-3.1	3.8	0.4	26.4	
1404.94531300	-3.9	23054	0.3	3.3	-2.9	3.6	0.4	26.4	
1404.94921900	-3.5	23054	0.3	3.3	-2.9	3.6	0.4	26.4	
1404.95312500	-3.2	23054	0.3	3.3	-2.9	3.6	0.4	26.5	
1404.95703100	-3.1	23053	0.3	3.1	-2.8	3.4	0.3	26.5	
1404.96093800	-3.3	23053	0.1	2.8	-2.6	3.3	0.5	26.5	
1404.96484400	-3.4	23053	0.3	2.6	-2.3	3.1	0.6	26.5	
1404.96875000	-3.8	23053	0.3	2.6	-2.3	2.9	0.4	26.5	
1404.97265600	-4.0	23053	0.1	2.6	-2.4	2.9	0.4	26.5	
1404.97656300	-4.1	23052	0.1	2.8	-2.6	2.9	0.2	26.5	
1404.98046900	-3.9	23052	0.1	2.6	-2.4	2.9	0.4	26.5	
1404.98437500	-3.5	23052	0.0	2.8	-2.8	2.9	0.2	26.5	
1404.98828100	-3.3	23052	0.1	2.8	-2.6	2.9	0.2	26.5	
1404.99218800	-3.3	23051	0.1	2.9	-2.8	3.1	0.2	26.5	
1404.99609400	-3.3	23051	0.0	2.9	-2.9	3.1	0.2	26.5	
1405.00000000	-3.5	23051	0.1	2.8	-2.6	3.1	0.4	26.5	
1405.00390600	-3.6	23051	0.1	2.9	-2.8	3.3	0.3	26.5	
1405.00781300	-3.8	23050	0.0	2.8	-2.8	3.1	0.4	26.6	
1405.01171900	-3.9	23050	0.0	2.8	-2.8	3.1	0.4	26.6	
1405.01562500	-3.9	23050	0.0	2.8	-2.8	3.1	0.4	26.6	
1405.01953100	-3.7	23050	0.0	2.6	-2.6	2.9	0.4	26.6	
1405.02343800	-3.2	23049	0.0	2.4	-2.4	2.8	0.4	26.6	
1405.02734400	-2.6	23049	0.0	2.3	-2.3	2.8	0.5	26.6	
1405.03125000	-1.9	23049	0.0	2.3	-2.3	2.6	0.3	26.7	
1405.03515600	-1.2	23049	-0.1	2.3	-2.4	2.4	0.1	26.7	
1405.03906300	-0.6	23049	0.0	2.1	-2.1	2.4	0.3	26.7	
1405.04296900	-0.2	23049	0.0	2.1	-2.1	2.4	0.3	26.7	
1405.04687500	0.1	23049	0.0	2.1	-2.1	2.3	0.2	26.7	
1405.05078100	0.3	23049	0.0	2.1	-2.1	2.4	0.3	26.8	
1405.05468800	0.6	23049	0.1	2.3	-2.1	2.4	0.1	26.8	
1405.05859400	0.8	23049	0.1	2.1	-1.9	2.6	0.5	26.8	
1405.06250000	0.9	23049	0.1	2.4	-2.3	2.6	0.2	26.8	
1405.06640600	1.1	23049	0.1	2.3	-2.1	2.6	0.3	26.8	
1405.07031300	1.1	23049	0.1	2.6	-2.4	2.8	0.2	26.8	
1405.07421900	1.0	23049	0.1	2.4	-2.3	2.9	0.6	26.8	
1405.07812500	0.9	23049	0.1	2.8	-2.6	2.9	0.2	26.9	
1405.08203100	0.6	23049	0.1	2.4	-2.3	2.8	0.4	26.9	
1405.08593800	0.3	23049	0.3	2.4	-2.1	2.8	0.4	26.9	
1405.08984400	0.1	23049	0.1	2.4	-2.3	2.8	0.4	26.9	
1405.09375000	-0.1	23049	0.1	2.3	-2.1	2.6	0.3	27.0	
1405.09765600	-0.2	23049	0.1	2.1	-1.9	2.6	0.5	27.0	
1405.10156300	-0.4	23049	0.0	2.3	-2.3	2.6	0.3	27.0	
1405.10546900	-0.4	23049	0.1	2.1	-1.9	2.6	0.5	27.0	
1405.10937500	-0.5	23049	0.1	2.1	-1.9	2.6	0.5	27.0	
1405.11328100	-0.6	23049	0.1	2.3	-2.1	2.4	0.1	27.0	
1405.11718800	-0.8	23049	0.1	2.1	-1.9	2.4	0.3	27.0	
1405.12109400	-0.8	23049	0.1	2.1	-1.9	2.4	0.3	27.0	
1405.12500000	-1.0	23049	0.1	2.3	-2.1	2.3	0.0	27.1	
1405.12890600	-1.3	23049	0.1	2.1	-1.9	2.3	0.2	27.1	
1405.13281300	-1.7	23049	0.1	1.9	-1.8	2.3	0.4	27.1	
1405.13671900	-1.9	23049	0.1	1.9	-1.8	2.3	0.4	27.1	
1405.14062500	-2.1	23049	0.1	1.9	-1.8	2.3	0.4	27.1	
1405.14453100	-2.1	23049	0.1	1.7	-1.6	2.1	0.4	27.1	
1405.14843800	-2.0	23049	0.1	1.9	-1.8	2.1	0.2	27.1	
1405.15234400	-1.8	23049	0.1	1.7	-1.6	2.1	0.4	27.0	
1405.15625000	-1.6	23049	0.1	1.9	-1.8	2.1	0.2	27.0	
1405.16015600	-1.4	23049	0.1	1.9	-1.8	2.1	0.2	27.0	
1405.16406300	-1.2	23049	0.1	1.7	-1.6	2.1	0.4	27.0	
1405.16796900	-0.9	23049	0.1	1.9	-1.8	2.1	0.2	27.0	
1405.17187500	-0.6	23049	0.1	1.9	-1.8	2.1	0.2	27.0	
1405.17578100	-0.4	23049	0.1	1.9	-1.8	2.1	0.2	27.0	
1405.17968800	-0.2	23049	0.1	1.9	-1.8	2.3	0.4	27.0	
1405.18359400	-0.1	23049	0.1	2.1	-1.9	2.1	0.0	27.0	
1405.18750000	0.0	23049	0.3	2.1	-1.8	2.1	0.0	27.0	
1405.19140600	0.0	23049	0.3	1.9	-1.6	2.3	0.4	27.0	
1405.19531300	0.1	23049	0.5	1.9	-1.4	2.1	0.2	27.0	
1405.19921900	0.0	23049	0.1	1.9	-1.8	2.1	0.2	27.0	
1405.20312500	-0.1	23049	0.3	1.9	-1.6	2.1	0.2	27.1	
1405.20703100	-0.3	23049	0.1	1.9	-1.8	2.1	0.2	27.1	
1405.21093800	-0.5	23049	0.3	1.7	-1.4	2.1	0.4	27.1	
1405.21484400	-0.7	23049	0.3	1.7	-1.4	2.1	0.4	27.1	
1405.21875000	-0.9	23049	0.3	1.7	-1.4	2.1	0.4	27.2	
1405.22265600	-1.0	23049	0.1	1.7	-1.6	2.1	0.4	27.2	
1405.22656300	-1.1	23049	0.3	1.6	-1.3	1.9	0.3	27.2	
1405.23046900	-1.2	23049	0.3	1.7	-1.4	1.9	0.2	27.3	
1405.23437500	-1.2	23049	0.1	1.6	-1.4	1.9	0.3	27.3	
1405.23828100	-1.2	23049	0.1	1.6	-1.4	1.9	0.3	27.3	
1405.24218800	-1.3	23049	0.1	1.6	-1.4	1.9	0.3	27.4	
1405.24609400	-1.5	23049	0.1	1.6	-1.4	1.9	0.3	27.4	
1405.25000000	-1.7	23049	0.1	1.6	-1.4	1.9	0.3	27.5	
1405.25390600	-1.8	23049	0.1	1.4	-1.3	1.7	0.3	27.5	
1405.25781300	-1.9	23049	0.3	1.4	-1.1	1.9	0.5	27.5	
1405.26171900	-2.1	23049	0.1	1.4	-1.3	1.7	0.3	27.6	
1405.26562500	-2.4	23049	0.1	1.6	-1.4	1.7	0.1	27.6	
1405.26953100	-2.8	23049	0.1	1.4	-1.3	1.7	0.3	27.6	
1405.27343800	-3.3	23049	0.3	1.4	-1.1	1.7	0.3	27.6	
1405.27734400	-3.9	23049	0.1	1.4	-1.3	1.7	0.3	27.6	
1405.28125000	-4.3	23049	0.5	1.4	-0.9	1.7	0.3	27.6	
1405.28515600	-4.1	23048	0.3	1.4	-1.1	1.6	0.2	27.6	
1405.28906300	-3.7	23048	0.1	1.4	-1.3	1.7	0.3	27.6	
1405.29296900	-3.2	23048	0.3	1.4	-1.1	1.6	0.2	27.6	
1405.29687500	-2.6	23048	0.3	1.4	-1.1	1.6	0.2	27.6	
1405.30078100	-2.2	23048	0.3	1.4	-1.1	1.7	0.3	27.6	
1405.30468800	-2.1	23048	0.3	1.4	-1.1	1.7	0.3	27.7	
1405.30859400	-2.3	23048	0.1	1.6	-1.4	1.7	0.1	27.7	
1405.31250000	-2.7	23048	0.3	1.6	-1.3	1.7	0.1	27.7	
1405.31640600	-3.4	23048	0.3	1.6	-1.3	1.9	0.3	27.7	
1405.32031300	-4.1	23048	0.3	1.6	-1.3	1.9	0.3	27.7	
1405.32421900	-4.8	23047	0.3	1.7	-1.4	1.9	0.2	27.8	
1405.32812500	-5.1	23047	0.1	1.7	-1.6	2.1	0.4	27.8	
1405.33203100	-5.1	23047	0.3	1.7	-1.4	2.1	0.4	27.8	
1405.33593800	-4.7	23046	0.1	1.9	-1.8	2.1	0.2	27.8	
1405.33984400	-4.1	23046	0.3	1.9	-1.6	2.3	0.4	27.8	
1405.34375000	-3.4	23046	0.3	2.1	-1.8	2.3	0.2	27.8	
1405.34765600	-3.1	23046	0.3	2.1	-1.8	2.3	0.2	27.8	
1405.35156300	-2.9	23046	0.1	2.3	-2.1	2.6	0.3	27.9	
1405.35546900	-2.9	23046	0.1	2.4	-2.3	2.4	0.0	27.9	
1405.35937500	-2.8	23046	0.0	2.4	-2.4	2.6	0.2	27.9	
1405.36328100	-2.6	23046	0.0	2.3	-2.3	2.6	0.3	27.8	
1405.36718800	-2.3	23046	0.3	2.6	-2.3	2.8	0.2	27.8	
1405.37109400	-2.0	23046	0.1	2.4	-2.3	2.8	0.4	27.8	
1405.37500000	-1.9	23046	0.1	2.6	-2.4	2.8	0.2	27.8	
1405.37890600	-1.9	23046	0.1	2.6	-2.4	2.9	0.4	27.8	
1405.38281300	-1.8	23046	0.1	2.6	-2.4	2.9	0.4	27.8	
1405.38671900	-1.6	23046	0.1	2.6	-2.4	2.9	0.4	27.7	
1405.39062500	-1.5	23046	0.1	2.8	-2.6	3.1	0.4	27.7	
1405.39453100	-1.3	23046	0.3	2.9	-2.6	3.1	0.2	27.7	
1405.39843800	-0.9	23046	0.3	2.9	-2.6	3.1	0.2	27.7	
1405.40234400	-0.6	23046	0.1	2.9	-2.8	3.1	0.2	27.7	
1405.40625000	-0.4	23046	0.5	2.9	-2.4	3.1	0.2	27.7	
1405.41015600	-0.3	23046	0.1	3.1	-3.0	3.3	0.1	27.7	
1405.41406300	-0.3	23046	0.3	3.1	-2.8	3.3	0.1	27.7	
1405.41796900	-0.3	23046	0.3	2.9	-2.6	3.3	0.3	27.7	
1405.42187500	-0.5	23046	0.1	3.1	-3.0	3.3	0.1	27.8	
1405.42578100	-0.8	23046	0.1	2.9	-2.8	3.3	0.3	27.8	
1405.42968800	-1.1	23046	0.3	2.9	-2.6	3.3	0.3	27.8	
1405.43359400	-1.4	23046	0.1	3.1	-3.0	3.3	0.1	27.8	
1405.43750000	-1.7	23046	0.3	2.9	-2.6	3.3	0.3	27.8	
1405.44140600	-2.0	23046	0.1	2.9	-2.8	3.4	0.5	27.8	
1405.44531300	-2.4	23046	0.3	3.1	-2.8	3.4	0.3	27.8	
1405.44921900	-2.8	23046	0.1	3.1	-3.0	3.4	0.3	27.8	
1405.45312500	-3.0	23046	0.1	3.1	-3.0	3.3	0.1	27.8	
1405.45703100	-3.1	23045	0.1	2.9	-2.8	3.4	0.5	27.8	
1405.46093800	-2.9	23045	0.1	3.1	-3.0	3.4	0.3	27.9	
1405.46484400	-2.7	23045	0.1	2.9	-2.8	3.3	0.3	27.9	
1405.46875000	-2.3	23045	0.1	3.1	-3.0	3.3	0.1	27.9	
1405.47265600	-2.0	23045	0.1	3.1	-3.0	3.3	0.1	28.0	
1405.47656300	-1.7	23045	0.1	2.9	-2.8	3.3	0.3	28.0	
1405.48046900	-1.5	23045	0.1	2.9	-2.8	3.4	0.5	28.1	
1405.48437500	-1.4	23045	0.1	3.1	-3.0	3.3	0.1	28.1	
1405.48828100	-1.5	23045	0.1	3.3	-3.1	3.4	0.2	28.0	
1405.49218800	-1.7	23045	0.1	3.3	-3.1	3.6	0.4	28.0	
1405.49609400	-1.9	23045	0.3	3.4	-3.1	3.6	0.2	28.0	
1405.50000000	-2.1	23045	0.1	3.4	-3.3	3.6	0.2	28.0	
1405.50390600	-2.0	23045	0.3	3.6	-3.3	3.8	0.2	28.0	
1405.50781300	-1.9	23045	0.1	3.4	-3.3	3.8	0.4	28.0	
1405.51171900	-1.8	23045	0.1	3.6	-3.5	3.8	0.2	28.0	
1405.51562500	-1.6	23045	0.3	3.6	-3.3	3.8	0.2	28.0	
1405.51953100	-1.4	23045	0.3	3.6	-3.3	3.9	0.3	28.1	
1405.52343800	-1.3	23045	0.3	3.6	-3.3	3.8	0.2	28.1	
1405.52734400	-1.3	23045	0.3	3.4	-3.1	3.8	0.4	28.1	
1405.53125000	-1.2	23045	0.1	3.4	-3.3	3.8	0.4	28.1	
1405.53515600	-1.1	23045	0.1	3.6	-3.5	3.6	0.0	28.1	
1405.53906300	-1.1	23045	0.3	3.4	-3.1	3.8	0.4	28.2	
1405.54296900	-1.2	23045	0.3	3.3	-2.9	3.6	0.4	28.2	
1405.54687500	-1.4	23045	0.1	3.3	-3.1	3.6	0.4	28.2	
1405.55078100	-1.6	23045	0.3	3.3	-2.9	3.6	0.4	28.2	
1405.55468800	-1.6	23045	0.1	3.1	-3.0	3.6	0.5	28.3	
1405.55859400	-1.6	23045	0.3	3.1	-2.8	3.6	0.5	28.3	
1405.56250000	-1.6	23045	0.1	3.1	-3.0	3.4	0.3	28.3	
1405.56640600	-1.6	23045	0.3	3.1	-2.8	3.3	0.1	28.4	
1405.57031300	-1.7	23045	0.3	3.1	-2.8	3.3	0.1	28.4	
1405.57421900	-1.8	23045	0.3	3.1	-2.8	3.3	0.1	28.4	
1405.57812500	-1.8	23045	0.3	3.1	-2.8	3.4	0.3	28.4	
1405.58203100	-1.7	23045	0.3	3.1	-2.8	3.4	0.3	28.4	
1405.58593800	-1.6	23045	0.1	3.3	-3.1	3.4	0.2	28.4	
1405.58984400	-1.4	23045	0.3	3.3	-2.9	3.4	0.2	28.4	
1405.59375000	-1.3	23045	0.0	3.3	-3.3	3.4	0.2	28.4	
1405.59765600	-1.1	23045	0.1	3.3	-3.1	3.4	0.2	28.4	
1405.60156300	-1.0	23045	0.3	3.1	-2.8	3.4	0.3	28.3	
1405.60546900	-1.0	23045	0.1	3.1	-3.0	3.3	0.1	28.3	
1405.60937500	-1.0	23045	0.0	3.1	-3.1	3.4	0.3	28.3	
1405.61328100	-1.0	23045	0.1	2.9	-2.8	3.3	0.3	28.4	
1405.61718800	-1.1	23045	0.3	2.8	-2.4	3.3	0.5	28.4	
1405.62109400	-1.1	23045	0.1	2.9	-2.8	3.3	0.3	28.4	
1405.62500000	-1.1	23045	0.1	2.8	-2.6	3.1	0.4	28.4	
1405.62890600	-1.0	23045	0.1	2.6	-2.4	3.1	0.6	28.4	
1405.63281300	-0.9	23045	0.1	2.4	-2.3	2.9	0.6	28.4	
1405.63671900	-0.9	23045	0.1	2.4	-2.3	2.8	0.4	28.4	
1405.64062500	-0.8	23045	0.1	2.3	-2.1	2.8	0.5	28.5	
1405.64453100	-0.9	23045	0.1	2.4	-2.3	2.6	0.2	28.5	
1405.64843800	-1.1	23045	0.1	2.3	-2.1	2.6	0.3	28.5	
1405.65234400	-1.4	23045	0.0	2.3	-2.3	2.6	0.3	28.6	
1405.65625000	-1.4	23045	0.0	2.4	-2.4	2.6	0.2	28.6	
1405.66015600	-1.5	23045	0.0	2.4	-2.4	2.8	0.4	28.6	
1405.66406300	-1.4	23045	0.0	2.8	-2.8	2.8	0.0	28.7	
1405.66796900	-1.4	23045	0.1	2.9	-2.8	3.1	0.2	28.7	
1405.67187500	-1.3	23045	0.1	3.1	-3.0	3.3	0.1	28.7	
1405.67578100	-1.2	23045	0.1	2.9	-2.8	3.3	0.3	28.7	
1405.67968800	-1.1	23045	0.1	3.1	-3.0	3.4	0.3	28.7	
1405.68359400	-1.1	23045	0.0	2.9	-2.9	3.3	0.3	28.7	
1405.68750000	-1.4	23045	0.0	2.9	-2.9	3.3	0.3	28.8	
1405.69140600	-1.8	23045	0.0	2.8	-2.8	3.1	0.4	28.8	
1405.69531300	-2.0	23045	-0.1	2.6	-2.7	3.1	0.6	28.8	
1405.69921900	-2.0	23045	0.0	2.6	-2.6	3.1	0.6	28.8	
1405.70312500	-1.8	23045	-0.1	2.4	-2.5	2.9	0.6	28.8	
1405.70703100	-1.3	23045	-0.1	2.4	-2.5	2.8	0.4	28.8	
1405.71093800	-0.7	23045	-0.1	2.3	-2.4	2.6	0.3	28.8	
1405.71484400	0.1	23045	-0.1	2.3	-2.4	2.6	0.3	28.8	
1405.71875000	0.8	23045	-0.1	2.1	-2.2	2.4	0.3	28.8	
1405.72265600	1.4	23045	0.0	2.1	-2.1	2.4	0.3	28.8	
1405.72656300	1.8	23045	0.1	2.1	-1.9	2.3	0.2	28.8	
1405.73046900	1.8	23045	0.0	2.3	-2.3	2.4	0.1	28.8	
1405.73437500	1.5	23045	0.0	2.3	-2.3	2.4	0.1	28.8	
1405.73828100	1.3	23045	0.0	2.1	-2.1	2.4	0.3	28.8	
1405.74218800	1.1	23045	0.0	2.3	-2.3	2.6	0.3	28.7	
1405.74609400	0.8	23045	0.1	2.4	-2.3	2.4	0.0	28.7	
1405.75000000	0.5	23045	0.0	2.4	-2.4	2.6	0.2	28.7	
1405.75390600	0.3	23045	0.0	2.4	-2.4	2.6	0.2	28.7	
1405.75781300	0.1	23045	0.0	2.4	-2.4	2.6	0.2	28.7	
1405.76171900	0.1	23045	0.0	2.3	-2.3	2.6	0.3	28.6	
1405.76562500	0.1	23045	-0.1	2.3	-2.4	2.6	0.3	28.6	
1405.76953100	0.3	23045	0.0	2.1	-2.1	2.6	0.5	28.6	
1405.77343800	0.4	23045	0.1	2.1	-1.9	2.4	0.3	28.6	
1405.77734400	0.6	23045	0.0	2.1	-2.1	2.4	0.3	28.6	
1405.78125000	0.8	23045	0.1	2.1	-1.9	2.4	0.3	28.6	
1405.78515600	0.8	23045	0.0	2.1	-2.1	2.3	0.2	28.6	
1405.78906300	0.7	23045	0.0	1.9	-1.9	2.3	0.4	28.6	
1405.79296900	0.6	23045	0.0	1.9	-1.9	2.1	0.2	28.5	
1405.79687500	0.4	23045	0.0	1.9	-1.9	2.3	0.4	28.5	
1405.80078100	0.1	23045	0.0	1.9	-1.9	2.1	0.2	28.5	
1405.80468800	-0.1	23045	0.0	1.7	-1.7	2.1	0.4	28.5	
1405.80859400	-0.4	23045	0.0	1.7	-1.7	2.1	0.4	28.5	
1405.81250000	-0.6	23045	0.0	1.7	-1.7	2.1	0.4	28.4	
1405.81640600	-0.6	23045	0.0	1.6	-1.6	2.1	0.5	28.4	
1405.82031300	-0.5	23045	0.0	1.7	-1.7	2.1	0.4	28.4	
