FluxView - FluxMed acquisition system
Signal file
Serial Number	:
SW version:	1.20h-OX-CO2	File version:	1.13
Sampling rate:	256 Hz
Time	Flow	Volume	Paw	Pes	Ptpulm	Pga	Ptdiaf	CO2	
1377.00000000	39.6	23665	2.8	-1.9	4.6	-1.4	0.5	3.4	
1377.00390600	39.4	23668	2.8	-2.1	4.8	-1.6	0.5	3.0	
1377.00781300	39.3	23670	2.8	-2.3	5.0	-1.9	0.4	2.5	
1377.01171900	39.3	23673	2.9	-2.4	5.3	-1.9	0.5	2.0	
1377.01562500	39.4	23676	2.8	-2.6	5.3	-2.1	0.5	1.7	
1377.01953100	39.5	23678	2.6	-2.8	5.4	-2.3	0.5	1.5	
1377.02343800	39.6	23681	2.4	-2.8	5.2	-2.3	0.5	1.3	
1377.02734400	39.4	23683	2.6	-2.9	5.6	-2.6	0.4	1.1	
1377.03125000	39.3	23686	2.4	-3.1	5.6	-2.6	0.6	0.8	
1377.03515600	39.1	23688	2.8	-3.3	6.0	-2.8	0.5	0.6	
1377.03906300	39.2	23691	2.8	-3.3	6.0	-2.9	0.3	0.4	
1377.04296900	39.3	23694	2.6	-3.6	6.3	-3.1	0.5	0.2	
1377.04687500	39.5	23696	2.4	-3.8	6.3	-3.3	0.6	0.1	
1377.05078100	39.8	23699	2.6	-3.8	6.4	-3.3	0.6	0.1	
1377.05468800	40.1	23701	2.6	-4.1	6.8	-3.4	0.7	0.1	
1377.05859400	40.5	23704	2.6	-4.3	6.9	-3.8	0.5	0.1	
1377.06250000	40.9	23707	2.8	-4.3	7.1	-3.8	0.5	0.1	
1377.06640600	41.3	23709	2.3	-4.5	6.8	-3.9	0.6	0.0	
1377.07031300	41.6	23712	2.4	-4.7	7.1	-3.9	0.8	0.0	
1377.07421900	41.8	23715	2.4	-4.8	7.3	-4.3	0.5	0.0	
1377.07812500	42.1	23717	2.4	-5.0	7.4	-4.5	0.5	0.0	
1377.08203100	42.3	23720	2.3	-5.2	7.4	-4.7	0.5	0.0	
1377.08593800	42.6	23723	2.4	-5.5	7.9	-4.8	0.7	0.0	
1377.08984400	42.9	23726	2.6	-5.5	8.1	-5.0	0.5	0.0	
1377.09375000	43.0	23729	2.3	-5.9	8.1	-5.2	0.7	0.0	
1377.09765600	43.1	23731	2.4	-6.3	8.7	-5.7	0.6	0.0	
1377.10156300	43.2	23734	2.4	-6.4	8.8	-5.9	0.5	0.0	
1377.10546900	43.3	23737	2.4	-6.6	9.0	-6.1	0.5	0.0	
1377.10937500	43.3	23740	2.4	-6.8	9.2	-6.3	0.5	0.0	
1377.11328100	43.4	23743	2.4	-6.9	9.4	-6.4	0.6	0.0	
1377.11718800	43.5	23745	2.4	-7.1	9.5	-6.6	0.5	0.0	
1377.12109400	43.6	23748	2.4	-6.9	9.4	-6.6	0.4	0.0	
1377.12500000	43.7	23751	2.3	-7.1	9.3	-6.8	0.3	0.0	
1377.12890600	43.6	23754	2.3	-7.1	9.3	-6.6	0.5	0.0	
1377.13281300	43.6	23757	2.3	-7.3	9.5	-6.8	0.5	0.0	
1377.13671900	43.6	23760	2.3	-7.1	9.3	-6.9	0.1	0.0	
1377.14062500	43.8	23763	2.1	-7.4	9.5	-7.1	0.4	0.0	
1377.14453100	44.1	23765	2.3	-7.6	9.9	-7.3	0.4	0.0	
1377.14843800	44.6	23768	2.3	-7.6	9.9	-7.3	0.4	0.0	
1377.15234400	45.1	23771	2.3	-7.8	10.1	-7.4	0.4	0.0	
1377.15625000	45.4	23774	2.1	-7.9	10.0	-7.6	0.3	0.0	
1377.16015600	45.6	23777	2.3	-8.1	10.4	-7.6	0.5	0.0	
1377.16406300	45.8	23780	2.3	-8.1	10.4	-7.8	0.3	0.0	
1377.16796900	45.8	23783	2.1	-8.3	10.4	-7.9	0.4	0.0	
1377.17187500	45.8	23786	2.1	-8.3	10.4	-7.9	0.4	0.0	
1377.17578100	45.8	23789	2.1	-8.5	10.6	-8.1	0.4	0.0	
1377.17968800	45.8	23792	2.1	-8.5	10.6	-8.1	0.4	0.0	
1377.18359400	45.8	23795	2.1	-8.5	10.6	-8.1	0.4	0.0	
1377.18750000	45.9	23798	2.1	-8.5	10.6	-8.3	0.2	0.0	
1377.19140600	46.1	23801	2.1	-8.5	10.6	-8.1	0.4	0.0	
1377.19531300	46.4	23804	2.4	-8.5	10.9	-8.1	0.4	0.0	
1377.19921900	46.6	23807	2.3	-8.5	10.8	-8.1	0.4	0.0	
1377.20312500	46.9	23810	2.4	-8.5	10.9	-8.1	0.4	0.0	
1377.20703100	47.1	23813	2.4	-8.5	10.9	-8.1	0.4	0.0	
1377.21093800	47.3	23816	2.4	-8.5	10.9	-8.1	0.4	0.0	
1377.21484400	47.3	23819	2.6	-8.5	11.1	-8.1	0.4	0.0	
1377.21875000	47.3	23822	2.6	-8.5	11.1	-8.1	0.4	0.0	
1377.22265600	47.1	23825	2.9	-8.6	11.6	-8.1	0.5	0.0	
1377.22656300	46.8	23829	2.8	-8.6	11.4	-8.3	0.3	0.0	
1377.23046900	46.6	23832	2.6	-8.6	11.3	-8.3	0.3	0.0	
1377.23437500	46.6	23835	2.6	-8.6	11.3	-8.3	0.3	0.0	
1377.23828100	46.7	23838	2.8	-8.8	11.6	-8.3	0.5	0.0	
1377.24218800	46.9	23841	2.6	-8.8	11.4	-8.5	0.3	0.0	
1377.24609400	47.3	23844	2.6	-9.0	11.6	-8.6	0.4	0.0	
1377.25000000	47.6	23847	2.6	-9.2	11.8	-8.8	0.4	0.0	
1377.25390600	47.8	23850	2.6	-9.2	11.8	-8.8	0.4	0.0	
1377.25781300	47.8	23853	2.6	-9.4	12.0	-8.8	0.6	0.0	
1377.26171900	47.6	23856	2.8	-9.4	12.1	-9.0	0.4	0.0	
1377.26562500	47.4	23859	2.4	-9.2	11.6	-9.0	0.2	0.0	
1377.26953100	47.3	23862	2.6	-9.5	12.1	-9.0	0.5	0.0	
1377.27343800	47.3	23865	2.6	-9.5	12.1	-9.2	0.3	0.0	
1377.27734400	47.3	23869	2.6	-9.5	12.1	-9.2	0.3	0.0	
1377.28125000	47.3	23872	2.6	-9.4	12.0	-9.0	0.4	0.0	
1377.28515600	47.3	23875	2.8	-9.4	12.1	-9.2	0.2	0.0	
1377.28906300	47.0	23878	2.6	-9.4	12.0	-9.2	0.2	0.0	
1377.29296900	46.6	23881	2.4	-9.5	11.9	-9.2	0.3	0.0	
1377.29687500	46.2	23884	2.6	-9.5	12.1	-9.2	0.3	0.0	
1377.30078100	46.0	23887	2.4	-9.5	11.9	-9.4	0.1	0.0	
1377.30468800	46.0	23890	2.6	-9.9	12.5	-9.5	0.4	0.0	
1377.30859400	46.3	23893	2.6	-10.1	12.7	-9.5	0.6	0.0	
1377.31250000	46.6	23896	2.8	-10.1	12.8	-9.7	0.4	0.0	
1377.31640600	46.9	23899	2.8	-10.1	12.8	-9.7	0.4	0.0	
1377.32031300	47.3	23902	2.6	-10.2	12.8	-9.9	0.3	0.0	
1377.32421900	47.6	23905	2.6	-10.4	13.0	-10.1	0.3	0.0	
1377.32812500	47.8	23908	2.8	-10.4	13.1	-10.1	0.3	0.0	
1377.33203100	47.8	23911	2.6	-10.6	13.2	-10.1	0.5	0.0	
1377.33593800	47.7	23914	2.6	-10.6	13.2	-10.1	0.5	0.0	
1377.33984400	47.5	23917	2.9	-10.6	13.5	-10.2	0.4	0.0	
1377.34375000	47.3	23921	2.9	-10.8	13.7	-10.4	0.4	0.0	
1377.34765600	47.2	23924	2.6	-10.8	13.4	-10.4	0.4	0.0	
1377.35156300	47.1	23927	2.6	-10.9	13.6	-10.6	0.4	0.0	
1377.35546900	46.9	23930	2.8	-11.1	13.8	-10.6	0.5	0.0	
1377.35937500	46.8	23933	2.8	-11.1	13.8	-10.6	0.5	0.0	
1377.36328100	46.6	23936	2.8	-11.1	13.8	-10.8	0.3	0.0	
1377.36718800	46.7	23939	2.6	-11.1	13.7	-10.8	0.3	0.0	
1377.37109400	46.7	23942	2.8	-11.3	14.0	-10.9	0.3	0.0	
1377.37500000	46.7	23945	2.6	-11.3	13.9	-10.9	0.3	0.0	
1377.37890600	46.7	23948	2.8	-11.3	14.0	-10.9	0.3	0.0	
1377.38281300	46.8	23951	2.8	-11.4	14.2	-11.1	0.4	0.0	
1377.38671900	46.8	23954	2.6	-11.4	14.1	-11.1	0.4	0.0	
1377.39062500	46.8	23957	2.6	-11.4	14.1	-11.1	0.4	0.0	
1377.39453100	46.8	23960	2.9	-11.4	14.4	-11.1	0.4	0.0	
1377.39843800	46.8	23963	2.8	-11.4	14.2	-11.3	0.2	0.0	
1377.40234400	46.8	23966	2.9	-11.4	14.4	-11.3	0.2	0.0	
1377.40625000	46.9	23969	2.9	-11.4	14.4	-11.3	0.2	0.0	
1377.41015600	46.8	23972	3.1	-11.6	14.8	-11.3	0.4	0.0	
1377.41406300	46.8	23975	2.6	-11.3	13.9	-11.3	0.0	0.0	
1377.41796900	46.6	23978	2.8	-11.3	14.0	-11.1	0.2	0.0	
1377.42187500	46.5	23981	2.8	-11.3	14.0	-11.1	0.2	0.0	
1377.42578100	46.4	23984	2.9	-11.1	14.0	-10.9	0.1	0.0	
1377.42968800	46.3	23987	2.9	-11.1	14.0	-10.9	0.1	0.0	
1377.43359400	46.1	23990	2.8	-10.9	13.7	-10.8	0.2	0.0	
1377.43750000	46.1	23993	2.9	-10.8	13.7	-10.8	0.0	0.0	
1377.44140600	46.2	23996	2.9	-10.6	13.5	-10.4	0.2	0.0	
1377.44531300	46.3	23999	3.1	-10.6	13.7	-10.4	0.2	0.0	
1377.44921900	46.3	24002	2.9	-10.4	13.3	-10.2	0.2	0.0	
1377.45312500	46.2	24005	2.9	-10.2	13.1	-10.1	0.1	0.0	
1377.45703100	46.0	24008	2.9	-10.1	13.0	-10.1	0.0	0.0	
1377.46093800	45.8	24011	3.1	-9.9	13.0	-9.7	0.2	0.0	
1377.46484400	45.6	24014	2.9	-9.7	12.6	-9.7	0.0	0.0	
1377.46875000	45.4	24017	2.8	-9.4	12.1	-9.5	-0.1	0.0	
1377.47265600	45.4	24020	3.3	-9.5	12.8	-9.4	0.1	0.0	
1377.47656300	45.3	24023	3.1	-9.0	12.1	-9.0	0.0	0.0	
1377.48046900	45.3	24026	3.1	-9.0	12.1	-8.8	0.2	0.0	
1377.48437500	45.1	24029	3.1	-8.6	11.8	-8.6	0.0	0.0	
1377.48828100	44.8	24032	3.5	-8.3	11.8	-8.3	0.0	0.0	
1377.49218800	44.4	24035	3.3	-7.9	11.3	-8.1	-0.2	0.0	
1377.49609400	44.1	24038	3.3	-7.8	11.1	-7.8	0.0	0.0	
1377.50000000	43.9	24041	3.1	-7.6	10.8	-7.4	0.2	0.0	
1377.50390600	43.6	24044	3.5	-7.3	10.8	-7.3	0.0	0.0	
1377.50781300	43.4	24046	3.3	-7.1	10.4	-6.9	0.1	0.0	
1377.51171900	43.4	24049	3.5	-6.6	10.1	-6.8	-0.2	0.0	
1377.51562500	43.3	24052	3.5	-6.4	9.9	-6.4	0.0	0.0	
1377.51953100	43.2	24055	3.5	-6.3	9.8	-6.1	0.2	0.0	
1377.52343800	43.1	24058	3.8	-5.9	9.7	-5.7	0.2	0.0	
1377.52734400	42.8	24060	3.6	-5.4	9.0	-5.5	-0.1	0.0	
1377.53125000	42.5	24063	3.8	-5.2	9.0	-5.2	0.0	0.0	
1377.53515600	42.1	24066	4.0	-4.8	8.8	-4.8	0.0	0.0	
1377.53906300	41.9	24069	4.0	-4.7	8.7	-4.5	0.2	0.0	
1377.54296900	41.8	24071	4.0	-4.3	8.3	-4.3	0.0	0.0	
1377.54687500	41.7	24074	4.2	-3.8	8.0	-4.1	-0.3	0.0	
1377.55078100	41.4	24077	4.2	-3.6	7.8	-3.6	0.0	0.0	
1377.55468800	41.1	24079	4.4	-3.3	7.6	-3.3	0.0	0.0	
1377.55859400	40.5	24082	4.6	-2.9	7.5	-3.1	-0.2	0.0	
1377.56250000	39.9	24085	4.7	-2.8	7.4	-2.8	0.0	0.0	
1377.56640600	39.4	24087	4.9	-2.6	7.4	-2.6	0.0	0.0	
1377.57031300	38.8	24090	4.9	-2.1	6.9	-2.1	0.0	0.0	
1377.57421900	38.4	24092	5.1	-1.9	6.9	-1.9	0.0	0.0	
1377.57812500	38.0	24095	5.1	-1.6	6.6	-1.6	0.0	0.0	
1377.58203100	37.7	24097	5.3	-1.4	6.6	-1.4	0.0	0.0	
1377.58593800	37.4	24100	5.3	-0.8	6.1	-1.0	-0.2	0.0	
1377.58984400	36.8	24102	5.4	-0.7	6.1	-0.7	0.0	0.0	
1377.59375000	35.9	24104	5.6	-0.5	6.1	-0.5	0.0	0.0	
1377.59765600	34.8	24107	5.4	0.0	5.4	-0.1	-0.1	0.0	
1377.60156300	33.6	24109	5.6	0.1	5.4	0.1	0.0	0.0	
1377.60546900	32.2	24111	5.3	0.3	4.9	0.3	0.0	0.0	
1377.60937500	30.6	24113	5.4	0.5	4.9	0.8	0.3	0.0	
1377.61328100	29.0	24115	5.6	1.0	4.6	1.0	0.0	0.0	
1377.61718800	27.6	24117	5.6	1.2	4.4	1.2	0.0	0.0	
1377.62109400	26.5	24118	5.6	1.4	4.2	1.6	0.2	0.0	
1377.62500000	25.5	24120	5.8	1.7	4.1	1.7	0.0	0.0	
1377.62890600	24.6	24122	5.9	1.9	4.1	2.1	0.2	0.0	
1377.63281300	23.7	24123	5.8	2.3	3.5	2.3	0.0	0.0	
1377.63671900	22.7	24125	5.8	2.6	3.2	2.4	-0.2	0.0	
1377.64062500	21.6	24126	5.6	2.8	2.8	2.8	0.0	0.0	
1377.64453100	20.3	24127	5.8	2.9	2.8	2.9	0.0	0.0	
1377.64843800	18.8	24129	5.6	3.1	2.4	3.3	0.1	0.0	
1377.65234400	17.1	24130	5.6	3.4	2.1	3.4	0.0	0.0	
1377.65625000	15.1	24131	5.6	3.6	1.9	3.6	0.0	0.0	
1377.66015600	13.1	24132	5.4	3.8	1.6	3.9	0.1	0.0	
1377.66406300	10.5	24132	4.6	3.9	0.6	3.9	0.0	0.0	
1377.66796900	6.1	24133	3.8	3.9	-0.1	4.1	0.2	0.0	
1377.67187500	0.2	24133	3.8	4.3	-0.5	4.3	0.0	0.0	
1377.67578100	-5.6	24132	3.5	4.3	-0.8	4.5	0.2	0.0	
1377.67968800	-10.3	24132	3.6	4.7	-1.1	4.8	0.1	0.0	
1377.68359400	-13.4	24131	4.0	4.8	-0.8	4.8	0.0	0.0	
1377.68750000	-14.9	24130	3.8	5.0	-1.2	5.0	0.0	0.0	
1377.69140600	-15.6	24129	4.2	5.0	-0.8	5.2	0.2	0.0	
1377.69531300	-15.6	24128	4.6	5.0	-0.4	5.4	0.4	0.0	
1377.69921900	-15.4	24127	4.4	5.2	-0.8	5.4	0.2	0.0	
1377.70312500	-15.3	24126	4.6	5.4	-0.8	5.5	0.1	0.0	
1377.70703100	-15.6	24125	4.6	5.7	-1.1	5.5	-0.2	0.0	
1377.71093800	-16.1	24124	4.4	5.5	-1.1	5.7	0.2	0.0	
1377.71484400	-16.9	24123	4.0	5.7	-1.7	5.7	0.0	0.0	
1377.71875000	-18.1	24121	4.0	5.9	-1.9	5.9	0.0	0.0	
1377.72265600	-19.5	24120	3.8	5.9	-2.1	6.1	0.2	0.0	
1377.72656300	-21.1	24119	3.6	5.9	-2.3	6.1	0.2	0.0	
1377.73046900	-22.5	24117	3.5	6.1	-2.6	6.3	0.2	0.0	
1377.73437500	-23.8	24116	3.5	5.9	-2.4	6.4	0.5	0.0	
1377.73828100	-24.8	24114	3.3	6.3	-2.9	6.4	0.1	0.0	
1377.74218800	-25.7	24112	3.5	6.3	-2.8	6.4	0.1	0.0	
1377.74609400	-26.4	24111	3.3	6.3	-2.9	6.4	0.1	0.0	
1377.75000000	-26.9	24109	3.3	6.3	-2.9	6.6	0.3	0.0	
1377.75390600	-27.3	24107	3.1	6.3	-3.1	6.6	0.3	0.0	
1377.75781300	-27.6	24105	3.1	6.3	-3.1	6.6	0.3	0.0	
1377.76171900	-27.8	24104	3.1	6.4	-3.3	6.6	0.2	0.0	
1377.76562500	-28.0	24102	2.9	6.4	-3.4	6.6	0.2	0.0	
1377.76953100	-28.2	24100	3.1	6.4	-3.3	6.8	0.4	0.0	
1377.77343800	-28.4	24098	2.9	6.6	-3.6	6.8	0.2	0.0	
1377.77734400	-28.6	24096	2.9	6.6	-3.6	6.8	0.2	0.0	
1377.78125000	-28.8	24094	2.8	6.4	-3.6	6.8	0.4	0.0	
1377.78515600	-28.9	24092	2.6	6.6	-3.9	6.8	0.2	0.0	
1377.78906300	-29.1	24091	2.6	6.8	-4.1	6.8	0.0	0.0	
1377.79296900	-29.2	24089	2.6	6.6	-3.9	6.9	0.4	0.0	
1377.79687500	-29.2	24087	2.4	6.4	-3.9	6.9	0.6	0.0	
1377.80078100	-29.1	24085	2.4	6.6	-4.1	6.9	0.4	0.0	
1377.80468800	-28.9	24083	2.4	6.6	-4.1	6.9	0.4	0.0	
1377.80859400	-28.6	24081	2.4	6.6	-4.1	6.9	0.4	0.0	
1377.81250000	-28.5	24079	2.3	6.6	-4.3	6.9	0.4	0.0	
1377.81640600	-28.4	24077	2.4	6.6	-4.1	6.8	0.2	0.0	
1377.82031300	-28.3	24076	2.3	6.8	-4.5	6.9	0.2	0.0	
1377.82421900	-28.0	24074	2.1	6.6	-4.5	6.9	0.4	0.0	
1377.82812500	-27.8	24072	2.3	6.6	-4.3	6.9	0.4	0.0	
1377.83203100	-27.5	24070	2.1	6.6	-4.5	6.9	0.4	0.1	
1377.83593800	-27.3	24068	2.3	6.8	-4.5	6.9	0.2	0.1	
1377.83984400	-27.1	24067	2.3	6.8	-4.5	6.9	0.2	0.1	
1377.84375000	-27.0	24065	2.3	6.6	-4.3	6.9	0.4	0.1	
1377.84765600	-26.9	24063	2.1	6.8	-4.7	6.9	0.2	0.1	
1377.85156300	-26.8	24061	2.3	6.8	-4.5	6.9	0.2	0.1	
1377.85546900	-26.7	24060	2.1	6.6	-4.5	6.9	0.4	0.2	
1377.85937500	-26.6	24058	2.1	6.6	-4.5	6.8	0.2	0.2	
1377.86328100	-26.4	24056	2.1	6.6	-4.5	6.9	0.4	0.2	
1377.86718800	-26.1	24054	1.9	6.8	-4.9	6.9	0.2	0.2	
1377.87109400	-25.8	24053	2.1	6.8	-4.7	7.1	0.3	0.3	
1377.87500000	-25.6	24051	2.1	6.8	-4.7	6.9	0.2	0.3	
1377.87890600	-25.5	24049	1.8	6.8	-5.0	7.1	0.3	0.3	
1377.88281300	-25.4	24048	1.9	6.9	-5.1	7.1	0.1	0.3	
1377.88671900	-25.3	24046	1.9	6.9	-5.1	7.1	0.1	0.4	
1377.89062500	-25.1	24045	1.9	6.9	-5.1	7.3	0.3	0.5	
1377.89453100	-24.9	24043	1.9	7.1	-5.2	7.3	0.2	0.6	
1377.89843800	-24.9	24041	1.9	6.9	-5.1	7.3	0.3	0.8	
1377.90234400	-24.8	24040	1.9	7.1	-5.2	7.3	0.2	0.9	
1377.90625000	-24.8	24038	1.8	7.1	-5.3	7.3	0.2	1.0	
1377.91015600	-24.7	24036	1.8	7.1	-5.3	7.3	0.2	1.2	
1377.91406300	-24.6	24035	1.9	6.9	-5.1	7.3	0.3	1.3	
1377.91796900	-24.4	24033	1.9	6.9	-5.1	7.3	0.3	1.4	
1377.92187500	-24.2	24032	1.8	6.9	-5.2	7.3	0.3	1.6	
1377.92578100	-24.0	24030	1.9	6.9	-5.1	7.1	0.1	1.8	
1377.92968800	-23.8	24029	1.8	6.9	-5.2	7.3	0.3	2.0	
1377.93359400	-23.6	24027	1.8	6.6	-4.8	7.1	0.5	2.2	
1377.93750000	-23.5	24026	1.8	6.8	-5.0	6.9	0.2	2.4	
1377.94140600	-23.6	24024	1.8	6.8	-5.0	7.1	0.3	2.6	
1377.94531300	-23.6	24022	1.8	6.8	-5.0	6.9	0.2	2.9	
1377.94921900	-23.7	24021	1.8	6.8	-5.0	7.1	0.3	3.1	
1377.95312500	-23.8	24019	1.8	6.6	-4.8	6.9	0.4	3.3	
1377.95703100	-23.8	24018	1.8	6.4	-4.6	6.9	0.6	3.5	
1377.96093800	-23.8	24016	1.9	6.4	-4.5	6.8	0.4	3.8	
1377.96484400	-23.8	24015	1.6	6.3	-4.7	6.8	0.5	4.0	
1377.96875000	-23.8	24013	1.6	6.4	-4.8	6.8	0.4	4.3	
1377.97265600	-23.8	24012	1.8	6.3	-4.5	6.6	0.3	4.5	
1377.97656300	-23.6	24010	1.6	6.3	-4.7	6.6	0.3	4.7	
1377.98046900	-23.5	24009	1.8	6.3	-4.5	6.6	0.3	6.4	
1377.98437500	-23.3	24007	1.8	6.1	-4.3	6.4	0.3	6.6	
1377.98828100	-23.1	24006	1.6	5.9	-4.3	6.3	0.4	6.8	
1377.99218800	-23.1	24004	1.8	5.7	-3.9	6.1	0.4	7.0	
1377.99609400	-23.1	24003	1.8	5.5	-3.8	5.9	0.4	7.2	
1378.00000000	-23.1	24001	1.6	5.4	-3.8	5.9	0.5	7.4	
1378.00390600	-23.2	24000	1.8	5.4	-3.6	5.7	0.3	7.5	
1378.00781300	-23.1	23998	1.6	5.4	-3.8	5.5	0.1	7.7	
1378.01171900	-22.9	23997	1.6	5.2	-3.6	5.5	0.3	7.9	
1378.01562500	-22.7	23995	1.6	5.4	-3.8	5.4	0.0	8.1	
1378.01953100	-22.5	23994	1.6	5.5	-3.9	5.7	0.2	8.2	
1378.02343800	-22.4	23992	1.4	5.7	-4.3	5.7	0.0	8.3	
1378.02734400	-22.2	23991	1.4	5.7	-4.3	5.7	0.0	8.4	
1378.03125000	-21.9	23989	1.4	5.7	-4.3	5.9	0.2	8.6	
1378.03515600	-21.7	23988	1.4	5.7	-4.3	5.9	0.2	8.7	
1378.03906300	-21.5	23986	1.4	5.4	-4.0	5.7	0.3	8.8	
1378.04296900	-21.3	23985	1.4	5.5	-4.1	5.7	0.2	8.9	
1378.04687500	-21.1	23984	1.4	5.4	-4.0	5.5	0.1	9.2	
1378.05078100	-21.0	23982	1.4	5.0	-3.6	5.5	0.5	9.4	
1378.05468800	-20.9	23981	1.4	5.0	-3.6	5.4	0.4	9.7	
1378.05859400	-20.8	23980	1.2	5.0	-3.8	5.4	0.4	9.9	
1378.06250000	-20.6	23978	1.4	4.7	-3.3	5.2	0.5	10.2	
1378.06640600	-20.5	23977	1.4	4.5	-3.1	5.0	0.5	10.5	
1378.07031300	-20.3	23976	1.4	4.5	-3.1	4.8	0.3	10.7	
1378.07421900	-20.2	23974	1.4	4.5	-3.1	4.8	0.3	11.0	
1378.07812500	-20.1	23973	1.4	4.3	-2.9	5.0	0.7	11.1	
1378.08203100	-20.0	23972	1.4	4.3	-2.9	4.8	0.5	11.2	
1378.08593800	-20.0	23970	1.4	4.5	-3.1	4.8	0.3	11.4	
1378.08984400	-20.0	23969	1.4	4.7	-3.3	5.0	0.3	11.5	
1378.09375000	-20.0	23968	1.6	4.7	-3.1	4.8	0.1	11.6	
1378.09765600	-19.9	23966	1.6	4.8	-3.3	5.0	0.2	11.7	
1378.10156300	-19.9	23965	1.6	4.8	-3.3	5.0	0.2	11.8	
1378.10546900	-20.0	23964	1.4	4.7	-3.3	5.2	0.5	11.9	
1378.10937500	-20.1	23963	1.4	5.0	-3.6	5.2	0.2	12.0	
1378.11328100	-20.2	23961	1.4	4.8	-3.4	5.0	0.2	12.1	
1378.11718800	-20.2	23960	1.4	4.7	-3.3	5.0	0.3	12.1	
1378.12109400	-20.2	23959	1.4	4.8	-3.4	5.0	0.2	12.2	
1378.12500000	-20.2	23957	1.4	4.7	-3.3	5.0	0.3	12.2	
1378.12890600	-20.3	23956	1.4	4.8	-3.4	5.0	0.2	12.2	
1378.13281300	-20.4	23955	1.4	4.7	-3.3	5.2	0.5	12.3	
1378.13671900	-20.6	23953	1.6	4.7	-3.1	4.8	0.1	12.3	
1378.14062500	-20.6	23952	1.6	4.7	-3.1	5.0	0.3	12.4	
1378.14453100	-20.6	23951	1.8	4.7	-2.9	4.8	0.1	12.5	
1378.14843800	-20.5	23949	1.4	4.7	-3.3	4.8	0.1	12.6	
1378.15234400	-20.5	23948	1.6	4.5	-2.9	4.8	0.3	12.7	
1378.15625000	-20.5	23947	1.6	4.3	-2.8	4.7	0.4	12.9	
1378.16015600	-20.6	23945	1.4	4.3	-2.9	4.7	0.4	13.0	
1378.16406300	-20.7	23944	1.4	4.3	-2.9	4.7	0.4	13.1	
1378.16796900	-20.8	23943	1.6	4.1	-2.6	4.5	0.4	13.2	
1378.17187500	-21.0	23941	1.4	4.1	-2.8	4.5	0.4	13.3	
1378.17578100	-21.1	23940	1.4	4.3	-2.9	4.5	0.2	13.3	
1378.17968800	-21.2	23938	1.6	4.1	-2.6	4.5	0.4	13.4	
1378.18359400	-21.3	23937	1.6	4.1	-2.6	4.3	0.2	13.5	
1378.18750000	-21.2	23936	1.6	4.1	-2.6	4.3	0.2	13.6	
1378.19140600	-21.2	23934	1.6	3.9	-2.4	4.3	0.4	13.7	
1378.19531300	-21.3	23933	1.8	3.9	-2.2	4.3	0.4	13.8	
1378.19921900	-21.4	23932	1.6	3.9	-2.4	4.3	0.4	13.9	
1378.20312500	-21.6	23930	1.6	3.9	-2.4	4.3	0.4	13.9	
1378.20703100	-21.9	23929	1.4	3.9	-2.6	4.1	0.2	14.0	
1378.21093800	-22.1	23927	1.4	3.9	-2.6	4.1	0.2	14.0	
1378.21484400	-22.4	23926	1.2	3.8	-2.6	4.1	0.3	14.0	
1378.21875000	-22.6	23924	1.4	3.9	-2.6	4.1	0.2	14.1	
1378.22265600	-22.7	23923	1.6	3.9	-2.4	4.1	0.2	14.1	
1378.22656300	-22.6	23921	1.6	4.1	-2.6	4.1	0.0	14.2	
1378.23046900	-22.4	23920	1.6	3.9	-2.4	4.1	0.2	14.2	
1378.23437500	-22.2	23918	1.8	4.1	-2.4	4.3	0.2	14.2	
1378.23828100	-22.0	23917	1.8	3.9	-2.2	4.3	0.4	14.3	
1378.24218800	-21.9	23916	1.6	4.1	-2.6	4.3	0.2	14.3	
1378.24609400	-21.9	23914	1.6	4.1	-2.6	4.3	0.2	14.3	
1378.25000000	-22.1	23913	1.4	3.9	-2.6	4.3	0.4	14.6	
1378.25390600	-22.3	23911	1.6	4.1	-2.6	4.3	0.2	14.7	
1378.25781300	-22.5	23910	1.4	4.1	-2.8	4.3	0.2	14.8	
1378.26171900	-22.8	23908	1.4	4.1	-2.8	4.5	0.4	14.9	
1378.26562500	-22.8	23907	1.6	4.1	-2.6	4.3	0.2	14.9	
1378.26953100	-22.8	23905	1.4	3.9	-2.6	4.5	0.6	15.0	
1378.27343800	-22.6	23904	1.2	3.9	-2.8	4.3	0.4	15.0	
1378.27734400	-22.3	23902	1.6	3.8	-2.3	4.1	0.3	15.1	
1378.28125000	-22.1	23901	1.6	3.4	-1.9	3.9	0.5	15.1	
1378.28515600	-22.0	23900	1.4	3.4	-2.1	3.8	0.4	15.2	
1378.28906300	-22.0	23898	1.4	3.3	-1.9	3.6	0.4	15.2	
1378.29296900	-22.1	23897	1.4	3.3	-1.9	3.6	0.4	15.4	
1378.29687500	-22.3	23895	1.4	3.3	-1.9	3.4	0.2	15.5	
1378.30078100	-22.5	23894	1.4	3.1	-1.8	3.4	0.3	15.5	
1378.30468800	-22.6	23892	1.6	2.9	-1.4	3.3	0.3	15.6	
1378.30859400	-22.7	23891	1.6	2.9	-1.4	3.4	0.5	15.6	
1378.31250000	-22.7	23889	1.4	2.8	-1.4	3.3	0.5	15.6	
1378.31640600	-22.5	23888	1.6	2.8	-1.2	3.1	0.4	15.7	
1378.32031300	-22.3	23886	1.4	2.9	-1.6	3.1	0.2	15.7	
